"","Z","PDF","CDF"
"547",0.96,0.251644341098117,0.831472392533162
"548",0.97,0.249227652483066,0.83397675393647
"549",0.98,0.246809490567043,0.836456940672308
"550",0.99,0.244390350907,0.838912940489169
"551",1,0.241970724519143,0.841344746068543
"552",1.01,0.239551097728013,0.843752354978745
"553",1.02,0.237131952019379,0.846135769627265
"554",1.03,0.234713763897012,0.848494997211656
"555",1.04,0.232297004743366,0.850830049669019
"556",1.05,0.229882140684233,0.853140943624104
"557",1.06,0.227469632457386,0.855427700336091
"558",1.07,0.22505993528527,0.857690345644061
"559",1.08,0.222653498751761,0.859928909911231
"560",1.09,0.220250766683033,0.862143427967965
"561",1.1,0.21785217703255,0.864333939053617
"562",1.11,0.21545816177022,0.866500486757253
"563",1.12,0.213069146775718,0.868643118957269
"564",1.13,0.210685551736015,0.870761887759982
"565",1.14,0.208307790047108,0.872856849437202
"566",1.15,0.205936268719975,0.87492806436285
"567",1.16,0.203571388290759,0.876975596948657
"568",1.17,0.201213542735197,0.878999515578982
"569",1.18,0.198863119387276,0.880999892544799
"570",1.19,0.196520498862136,0.882976803976891
"571",1.2,0.194186054983213,0.884930329778292
"572",1.21,0.191860154713599,0.886860553556023
"573",1.22,0.18954315809164,0.888767562552165
"574",1.23,0.187235418170729,0.890651447574308
"575",1.24,0.184937280963305,0.892512302925413
"576",1.25,0.182649085389022,0.894350226333145
"577",1.26,0.18037116322708,0.8961653188787
"578",1.27,0.178103839072693,0.897957684925181
"579",1.28,0.175847430297662,0.899727432045558
"580",1.29,0.173602247015033,0.901474670950252
"581",1.3,0.171368592047807,0.90319951541439
"582",1.31,0.169146760901672,0.904902082204761
"583",1.32,0.166937041741714,0.906582491006528
"584",1.33,0.164739715373077,0.908240864349719
"585",1.34,0.162555055225534,0.909877327535548
"586",1.35,0.16038332734192,0.911492008562598
"587",1.36,0.158224790370383,0.913085038052915
"588",1.37,0.156079695560421,0.914656549178033
"589",1.38,0.153948286762634,0.916206677584986
"590",1.39,0.151830800432162,0.917735561322331
"591",1.4,0.149727465635745,0.919243340766229
"592",1.41,0.147638504062356,0.920730158546608
"593",1.42,0.145564130037348,0.922196159473454
"594",1.43,0.143504550540062,0.923641490463261
"595",1.44,0.141459965224839,0.925066300465673
"596",1.45,0.13943056644536,0.926470740390352
"597",1.46,0.137416539282282,0.927854963034106
"598",1.47,0.135418061574071,0.929219123008314
"599",1.48,0.133435303951002,0.930563376666668
"600",1.49,0.131468429872231,0.931887882033275
"601",1.5,0.129517595665892,0.933192798731142
"602",1.51,0.127582950572142,0.934478287911083
"603",1.52,0.125664636789088,0.935744512181064
"604",1.53,0.123762789521523,0.936991635536022
"605",1.54,0.121877537032402,0.938219823288188
"606",1.55,0.120009000696986,0.939429241997941
"607",1.56,0.118157295059582,0.940620059405207
"608",1.57,0.116322527892807,0.941792444361447
"609",1.58,0.114504800259292,0.942946566762246
"610",1.59,0.112704206575771,0.944082597480531
"611",1.6,0.110920834679455,0.945200708300442
"612",1.61,0.109154765896647,0.94630107185188
"613",1.62,0.107406075113484,0.947383861545748
"614",1.63,0.105674830848764,0.948449251509911
"615",1.64,0.103961095328764,0.949497416525896
"616",1.65,0.102264924563978,0.950528531966352
"617",1.66,0.100586368427691,0.951542773733277
"618",1.67,0.0989254707363237,0.952540318197053
"619",1.68,0.0972822693314675,0.95352134213628
"620",1.69,0.0956567961635239,0.95448602267845
"621",1.7,0.0940490773768869,0.955434537241457
"622",1.71,0.0924591333965807,0.956367063475968
"623",1.72,0.0908869790162829,0.957283779208671
"624",1.73,0.0893326234876549,0.958184862386405
"625",1.74,0.0877960706109056,0.959070491021193
"626",1.75,0.0862773188265115,0.959940843136183
"627",1.76,0.0847763613080223,0.960796096712517
"628",1.77,0.0832931860558744,0.961636429637129
"629",1.78,0.0818277759921428,0.962462019651483
"630",1.79,0.0803801090561542,0.963273044301274
"631",1.8,0.0789501583008942,0.964069680887074
"632",1.81,0.0775378919901339,0.964852106415961
"633",1.82,0.0761432736962073,0.96562049755411
"634",1.83,0.0747662623983676,0.966375030580372
"635",1.84,0.0734068125816569,0.967115881340836
"636",1.85,0.0720648743362179,0.967843225204386
"637",1.86,0.0707403934569833,0.968557237019247
"638",1.87,0.0694333115436742,0.969258091070534
"639",1.88,0.0681435661010446,0.9699459610388
"640",1.89,0.0668710906393071,0.970621019959591
"641",1.9,0.0656158147746766,0.971283440183998
"642",1.91,0.0643776643299693,0.971933393340228
"643",1.92,0.0631565614351987,0.972571050296163
"644",1.93,0.0619524246281052,0.973196581122945
"645",1.94,0.0607651689545647,0.973810155059547
"646",1.95,0.0595947060688161,0.974411940478361
"647",1.96,0.0584409443334515,0.97500210485178
"648",1.97,0.0573037889191172,0.975580814719777
"649",1.98,0.056183141903868,0.976148235658492
"650",1.99,0.0550789023721257,0.976704532249788
"651",2,0.0539909665131881,0.977249868051821
"652",2.01,0.0529192277192403,0.977784405570569
"653",2.02,0.0518635766828205,0.978308306232353
"654",2.03,0.0508239014936912,0.978821730357328
"655",2.04,0.0498000877350708,0.97932483713393
"656",2.05,0.0487920185791828,0.979817784594296
"657",2.06,0.047799574882077,0.980300729590623
"658",2.07,0.0468226352776831,0.980773827772483
"659",2.08,0.0458610762710549,0.981237233565062
"660",2.09,0.0449147723307671,0.981691100148341
"661",2.1,0.0439835959804272,0.982135579437183
"662",2.11,0.0430674178892657,0.982570822062343
"663",2.12,0.0421661069617703,0.982996977352367
"664",2.13,0.0412795304263304,0.983414193316395
"665",2.14,0.0404075539228603,0.983822616627834
"666",2.15,0.0395500415893702,0.98422239260891
"667",2.16,0.0387068561474556,0.984613665216075
"668",2.17,0.0378778589866775,0.984996577026268
"669",2.18,0.0370629102478065,0.985371269224011
"670",2.19,0.0362618689049062,0.985737881589331
"671",2.2,0.0354745928462314,0.986096552486501
"672",2.21,0.0347009389539188,0.98644741885358
"673",2.22,0.0339407631824492,0.986790616192744
"674",2.23,0.0331939206358611,0.987126278561398
"675",2.24,0.0324602656436974,0.987454538564053
"676",2.25,0.0317396518356674,0.987775527344955
"677",2.26,0.0310319322150083,0.988089374581453
"678",2.27,0.0303369592305316,0.988396208478097
"679",2.28,0.0296545848473413,0.988696155761447
"680",2.29,0.0289846606162094,0.988989341675589
"681",2.3,0.0283270377416012,0.989275889978324
"682",2.31,0.0276815671483365,0.989555922938049
"683",2.32,0.0270480995468818,0.98982956133128
"684",2.33,0.0264264854972617,0.990096924440836
"685",2.34,0.0258165754715877,0.990358130054642
"686",2.35,0.0252182199151944,0.990613294465161
"687",2.36,0.0246312693063825,0.990862532469427
"688",2.37,0.024055574214763,0.991105957369663
"689",2.38,0.0234909853582014,0.991343680974483
"690",2.39,0.0229373536583607,0.991575813600654
"691",2.4,0.0223945302948429,0.991802464075404
"692",2.41,0.0218623667579294,0.992023739739266
"693",2.42,0.0213407148999228,0.992239746449446
"694",2.43,0.0208294269850922,0.992450588583691
"695",2.44,0.0203283557382258,0.992656369044652
"696",2.45,0.0198373543917953,0.992857189264729
"697",2.46,0.019356276731737,0.993053149211376
"698",2.47,0.0188849771418562,0.993244347392859
"699",2.48,0.018423310646862,0.993430880864453
"700",2.49,0.0179711329540396,0.993612845235057
"701",2.5,0.0175283004935685,0.993790334674224
"702",2.51,0.017094670457497,0.993963441919587
"703",2.52,0.016670100837381,0.994132258284667
"704",2.53,0.0162544504606005,0.994296873667049
"705",2.54,0.0158475790253608,0.994457376556917
"706",2.55,0.0154493471343952,0.994613854045933
"707",2.56,0.0150596163273774,0.994766391836444
"708",2.57,0.01467824911206,0.994915074251009
"709",2.58,0.0143051089941497,0.995059984242229
"710",2.59,0.0139400605059358,0.995201203402874
"711",2.6,0.0135829692336856,0.995338811976281
"712",2.61,0.0132337018438214,0.995472888867033
"713",2.62,0.0128921261078953,0.995603511651879
"714",2.63,0.0125581109263782,0.995730756590911
"715",2.64,0.012231526351278,0.995854698638964
"716",2.65,0.0119122436076052,0.995975411457242
"717",2.66,0.0116001351137026,0.996092967425147
"718",2.67,0.0112950745004561,0.996207437652315
"719",2.68,0.0109969366294056,0.996318891990825
"720",2.69,0.0107055976097722,0.9964273990476
"721",2.7,0.0104209348144226,0.996533026196959
"722",2.71,0.0101428268947871,0.996635839593331
"723",2.72,0.00987115379475114,0.996735904184109
"724",2.73,0.00960579676353958,0.996833283722642
"725",2.74,0.00934663836761228,0.99692804078135
"726",2.75,0.00909356250159105,0.997020236764945
"727",2.76,0.00884645439823723,0.997109931923774
"728",2.77,0.00860520063749966,0.997197185367235
"729",2.78,0.00836968915465302,0.997282055077299
"730",2.79,0.00813980924754602,0.997364597922095
"731",2.8,0.00791545158297997,0.997444869669572
"732",2.81,0.00769650820223731,0.997522925001214
"733",2.82,0.00748287252578055,0.997598817525811
"734",2.83,0.00727443935714122,0.997672599793268
"735",2.84,0.00707110488601945,0.997744323308458
"736",2.85,0.00687276669061397,0.997814038545087
"737",2.86,0.00667932373920261,0.997881794959595
"738",2.87,0.00649067639099336,0.99794764100506
"739",2.88,0.00630672639626593,0.998011624145106
"740",2.89,0.00612737689582368,0.998073790867812
"741",2.9,0.00595253241977585,0.998134186699616
"742",2.91,0.00578209888566947,0.998192856219194
"743",2.92,0.00561598359599097,0.998249843071324
"744",2.93,0.00545409523505655,0.998305189980723
"745",2.94,0.00529634386531101,0.998358938765843
"746",2.95,0.00514264092305394,0.998411130352635
"747",2.96,0.00499289921361238,0.998461804788262
"748",2.97,0.00484703290597895,0.998511001254763
"749",2.98,0.00470495752693397,0.99855875808266
"750",2.99,0.00456658995467014,0.998605112764508
"751",3,0.00443184841193801,0.99865010196837
"752",3.01,0.00430065245873045,0.998693761551231
"753",3.02,0.00417292298452395,0.998736126572328
"754",3.03,0.00404858220009443,0.998777231306408
"755",3.04,0.00392755362892478,0.998817109256896
"756",3.05,0.00380976209822181,0.998855793168977
"757",3.06,0.00369513372955903,0.998893315042591
"758",3.07,0.00358359592916236,0.998929706145321
"759",3.08,0.00347507737785494,0.998964997025197
"760",3.09,0.00336950802067748,0.998999217523386
"761",3.1,0.00326681905619992,0.999032396786782
"762",3.11,0.00316694292554007,0.999064563280486
"763",3.12,0.00306981330110474,0.999095744800178
"764",3.13,0.00297536507506825,0.999125968484368
"765",3.14,0.00288353434760343,0.999155260826541
"766",3.15,0.00279425841487944,0.999183647687171
"767",3.16,0.0027074757568407,0.999211154305624
"768",3.17,0.00262312602478102,0.999237805311933
"769",3.18,0.00254115002872653,0.999263624738446
"770",3.19,0.0024614897246407,0.999288636031355
"771",3.2,0.00238408820146484,0.999312862062084
"772",3.21,0.0023088896680065,0.99933632513856
"773",3.22,0.00223583943968854,0.99935904701634
"774",3.23,0.00216488392517106,0.999381048909613
"775",3.24,0.00209597061285794,0.999402351502066
"776",3.25,0.00202904805729977,0.999422974957609
"777",3.26,0.00196406586550438,0.999442938930975
"778",3.27,0.00190097468316608,0.99946226257817
"779",3.28,0.00183972618082428,0.999480964566793
"780",3.29,0.00178027303996188,0.999499063086214
"781",3.3,0.00172256893905368,0.999516575857616
"782",3.31,0.00166656853957458,0.999533520143892
"783",3.32,0.00161222747197712,0.999549912759408
"784",3.33,0.00155950232164769,0.999565770079618
"785",3.34,0.00150835061485031,0.99958110805055
"786",3.35,0.00145873080466674,0.999595942198136
"787",3.36,0.00141060225694138,0.999610287637418
"788",3.37,0.0013639252362389,0.9996241590816
"789",3.38,0.00131866089182274,0.999637570850967
"790",3.39,0.00127477124366183,0.999650536881662
"791",3.4,0.00123221916847302,0.999663070734323
"792",3.41,0.00119096838580612,0.999675185602581
"793",3.42,0.00115098344417848,0.999686894321419
"794",3.43,0.00111222970726556,0.999698209375391
"795",3.44,0.00107467334015373,0.999709142906709
"796",3.45,0.00103828129566141,0.999719706723184
"797",3.46,0.00100302130073424,0.999729912306036
"798",3.47,0.000968861842919847,0.999739770817572
"799",3.48,0.000935772156927478,0.99974929310872
"800",3.49,0.000903722211277524,0.999758489726432
"801",3.5,0.00087268269504576,0.999767370920964
"802",3.51,0.000842625004706903,0.999775946653009
"803",3.52,0.000813521231081809,0.999784226600705
"804",3.53,0.000785344146392471,0.999792220166519
"805",3.54,0.000758067191428708,0.999799936483993
"806",3.55,0.000731664462830309,0.999807384424364
"807",3.56,0.000706110700488035,0.999814572603067
"808",3.57,0.000681381275066891,0.999821509386095
"809",3.58,0.000657452175654676,0.999828202896254
"810",3.59,0.000634299997538758,0.99983466101928
"811",3.6,0.000611901930113773,0.999840891409842
"812",3.61,0.000590235744922787,0.999846901497426
"813",3.62,0.000569279783834251,0.999852698492093
"814",3.63,0.000549012947356957,0.999858289390124
"815",3.64,0.000529414683094934,0.999863680979554
"816",3.65,0.000510464974344185,0.999868879845579
"817",3.66,0.000492144328832893,0.999873892375862
"818",3.67,0.000474433767606621,0.999878724765715
"819",3.68,0.000457314814059858,0.999883383023185
"820",3.69,0.000440769483115133,0.999887872974018
"821",3.7,0.000424780270550753,0.999892200266523
"822",3.71,0.000409330142478077,0.999896370376326
"823",3.72,0.000394402524969156,0.999900388611024
"824",3.73,0.000379981293835321,0.999904260114731
"825",3.74,0.000366050764557335,0.999907989872526
"826",3.75,0.000352595682367445,0.999911582714799
"827",3.76,0.000339601212483655,0.999915043321502
"828",3.77,0.000327052930496375,0.999918376226297
"829",3.78,0.000314936812907522,0.999921585820616
"830",3.79,0.000303239227822003,0.999924676357621
"831",3.8,0.00029194692579146,0.999927651956075
"832",3.81,0.000281047030809986,0.99993051660412
"833",3.82,0.000270527031461521,0.99993327416297
"834",3.83,0.000260374772218442,0.999935928370511
"835",3.84,0.000250578444890861,0.999938482844817
"836",3.85,0.000241126580225994,0.999940941087581
"837",3.86,0.000232008039656943,0.999943306487466
"838",3.87,0.000223212007200101,0.999945582323366
"839",3.88,0.000214727981500366,0.999947771767598
"840",3.89,0.000206545768023225,0.999949877889004
"841",3.9,0.000198655471392772,0.999951903655982
"842",3.91,0.000191047487874598,0.999953851939444
"843",3.92,0.000183712498002457,0.999955725515688
"844",3.93,0.000176641459347571,0.999957527069211
"845",3.94,0.000169825599429344,0.999959259195441
"846",3.95,0.000163256408766243,0.999960924403402
"847",3.96,0.000156925634065532,0.999962525118309
"848",3.97,0.000150825271550518,0.999964063684097
"849",3.98,0.000144947560423891,0.999965542365885
"850",3.99,0.00013928497646576,0.999966963352371
"851",4,0.000133830225764885,0.999968328758167
"852",4.01,0.000128576238581621,0.999969640626073
"853",4.02,0.000123516163341024,0.999970900929288
"854",4.03,0.000118643360754566,0.999972111573559
"855",4.04,0.000113951398068864,0.999973274399281
"856",4.05,0.0001094340434398,0.999974391183526
"857",4.06,0.0001050852604304,0.999975463642034
"858",4.07,0.000100899202630814,0.999976493431131
"859",4.08,9.68702083987193e-05,0.999977482149611
"860",4.09,9.29927957184459e-05,0.999978431340552
"861",4.1,8.92616571771329e-05,0.999979342493088
"862",4.11,8.56716550561822e-05,0.999980217044132
"863",4.12,8.22178165362856e-05,0.999981056380049
"864",4.13,7.88953290142928e-05,0.999981861838282
"865",4.14,7.56995355301609e-05,0.999982634708926
"866",4.15,7.26259303022523e-05,0.99998337623627
"867",4.16,6.96701543692143e-05,0.999984087620281
"868",4.17,6.68279913366906e-05,0.999984770018052
"869",4.18,6.40953632271061e-05,0.999985424545209
"870",4.19,6.14683264307694e-05,0.999986052277273
"871",4.2,5.89430677565396e-05,0.999986654250984
"872",4.21,5.65159005803072e-05,0.999987231465586
"873",4.22,5.418326108954e-05,0.999987784884075
"874",4.23,5.19417046221598e-05,0.999988315434405
"875",4.24,4.97879020980121e-05,0.999988824010668
"876",4.25,4.7718636541205e-05,0.999989311474225
"877",4.26,4.57307996916013e-05,0.999989778654816
"878",4.27,4.38213887037581e-05,0.999990226351627
"879",4.28,4.19875029316175e-05,0.99999065533433
"880",4.29,4.02263407972648e-05,0.999991066344087
"881",4.3,3.8535196742087e-05,0.999991460094529
"882",4.31,3.69114582586661e-05,0.999991837272697
"883",4.32,3.53526030017731e-05,0.999992198539962
"884",4.33,3.38561959768279e-05,0.999992544532909
"885",4.34,3.24198868042138e-05,0.999992875864198
"886",4.35,3.10414070578503e-05,0.999993193123401
"887",4.36,2.97185676764423e-05,0.999993496877799
"888",4.37,2.84492564458442e-05,0.999993787673173
"889",4.38,2.72314355509925e-05,0.999994066034554
"890",4.39,2.60631391958783e-05,0.999994332466958
"891",4.4,2.49424712900535e-05,0.999994587456092
"892",4.41,2.38676032001796e-05,0.999994831469043
"893",4.42,2.28367715651469e-05,0.999995064954938
"894",4.43,2.18482761733165e-05,0.999995288345588
"895",4.44,2.09004779004505e-05,0.999995502056111
"896",4.45,1.99917967069227e-05,0.99999570648553
"897",4.46,1.91207096928177e-05,0.999995902017353
"898",4.47,1.82857492095473e-05,0.99999608902014
"899",4.48,1.74855010266391e-05,0.99999626784804
"900",4.49,1.67186025523651e-05,0.99999643884132
"901",4.5,1.59837411069055e-05,0.999996602326875
